,Country,City,Overall_AQI_Value,Overall_AQI_Category,CO_AQI_Value,CO_AQI_Category,Ozone_AQI_Value,Ozone_AQI_Category,NO2_AQI_Value,NO2_AQI_Category,PM2.5_AQI_Value,PM2.5_AQI_Category,Latitude,Longitude,Continent
7166,France,Croix,45,Good,1,Good,38,Good,1,Good,45,Good,50.6781,3.1508,Europe
7167,Russia,Dorogobuzh,32,Good,1,Good,32,Good,0,Good,22,Good,54.9167,33.3,Asia
7168,United States,Dubuque,41,Good,1,Good,38,Good,2,Good,41,Good,42.5002,-90.707,North America
7169,United States,Duxbury,52,Moderate,1,Good,26,Good,10,Good,52,Moderate,42.0465,-70.7139,North America
7170,United States,East Lansing,35,Good,1,Good,31,Good,4,Good,35,Good,42.748,-84.4836,North America
7171,Mexico,Ecatepec,189,Unhealthy,5,Good,4,Good,21,Good,189,Unhealthy,19.6097,-99.06,North America
7172,Netherlands,Eijsden,53,Moderate,1,Good,30,Good,3,Good,53,Moderate,50.7778,5.7083,Europe
7173,Russia,Elista,37,Good,1,Good,37,Good,0,Good,9,Good,46.3167,44.2667,Asia
7174,India,Dalsingh Sarai,172,Unhealthy,5,Good,172,Unhealthy,1,Good,154,Unhealthy,25.668,85.8364,Asia
7175,Ivory Coast,Daoukro,48,Good,1,Good,17,Good,0,Good,48,Good,7.05,-3.9667,Africa
7176,United States,Dearborn Heights,34,Good,1,Good,34,Good,5,Good,34,Good,42.3164,-83.2769,North America
7177,China,Deyang,164,Unhealthy,5,Good,50,Good,15,Good,164,Unhealthy,31.1289,104.395,Asia
7178,United States,Doctor Phillips,68,Moderate,2,Good,6,Good,18,Good,68,Moderate,28.4474,-81.4914,North America
7179,Belgium,Enghien,51,Moderate,1,Good,26,Good,5,Good,51,Moderate,50.7,4.0333,Europe
7180,Cuba,Esperanza,55,Moderate,1,Good,18,Good,3,Good,55,Moderate,27.58,-109.9298,North America
7181,Ukraine,Fastiv,37,Good,1,Good,37,Good,1,Good,16,Good,50.0747,29.9181,Europe
7182,Pakistan,Fatehpur,187,Unhealthy,2,Good,129,Unhealthy for Sensitive Groups,0,Good,187,Unhealthy,25.93,80.8,Asia
7183,Spain,Fene,32,Good,1,Good,32,Good,2,Good,24,Good,43.4667,-8.1667,Europe
7184,Belgium,Fleurus,58,Moderate,1,Good,25,Good,5,Good,58,Moderate,50.4833,4.5333,Europe
7185,Brazil,Fonte Boa,19,Good,1,Good,3,Good,0,Good,19,Good,-2.5139,-66.0917,South America
7186,United States,Forest Lake,48,Good,1,Good,40,Good,2,Good,48,Good,45.2536,-92.9582,North America
7187,Thailand,Khon Kaen,96,Moderate,2,Good,20,Good,4,Good,96,Moderate,16.4333,102.8333,Asia
7188,Japan,Kikugawa,71,Moderate,2,Good,33,Good,6,Good,71,Moderate,34.75,138.0833,Asia
7189,United Kingdom,Kilmarnock,35,Good,1,Good,35,Good,1,Good,35,Good,55.6111,-4.4957,Europe
7190,United States,Kingsport,37,Good,2,Good,37,Good,5,Good,28,Good,36.5224,-82.5454,North America
7191,Congo,Kinkala,68,Moderate,2,Good,41,Good,0,Good,68,Moderate,-4.3614,14.7644,Africa
7192,Germany,Kolbermoor,66,Moderate,1,Good,64,Moderate,0,Good,66,Moderate,47.85,12.0667,Europe
7193,India,Kumta,27,Good,0,Good,24,Good,0,Good,27,Good,14.4264,74.4122,Asia
7194,Sri Lanka,Kurunegala,77,Moderate,1,Good,17,Good,4,Good,77,Moderate,7.4833,80.3667,Asia
7195,United States,La Verne,150,Unhealthy,4,Good,15,Good,23,Good,150,Unhealthy,34.1207,-117.7703,North America
7196,Indonesia,Lahat,109,Unhealthy for Sensitive Groups,4,Good,3,Good,6,Good,109,Unhealthy for Sensitive Groups,-3.797,103.522,Asia
7197,Italy,Lainate,93,Moderate,1,Good,67,Moderate,0,Good,93,Moderate,45.5667,9.0333,Europe
7198,India,Laksar,162,Unhealthy,5,Good,29,Good,13,Good,162,Unhealthy,29.749,78.024,Asia
7199,United States,Lauderdale Lakes,30,Good,1,Good,30,Good,2,Good,28,Good,26.1682,-80.2017,North America
7200,Germany,Laupheim,63,Moderate,1,Good,55,Moderate,0,Good,63,Moderate,48.2289,9.8797,Europe
7201,Belgium,Lebbeke,51,Moderate,1,Good,38,Good,2,Good,51,Moderate,51.0,4.1167,Europe
7202,Canada,Leduc,46,Good,1,Good,24,Good,4,Good,46,Good,53.2594,-113.5492,North America
7203,Spain,Lepe,41,Good,1,Good,41,Good,0,Good,16,Good,37.2542,-7.2033,Europe
7204,Indonesia,Lhokseumawe,88,Moderate,2,Good,21,Good,2,Good,88,Moderate,5.1881,97.1403,Asia
7205,Costa Rica,Liberia,28,Good,1,Good,27,Good,0,Good,28,Good,10.6333,-85.4333,North America
7206,Portugal,Loures,42,Good,1,Good,42,Good,1,Good,17,Good,38.8333,-9.1667,Europe
7207,Benin,Savalou,54,Moderate,1,Good,30,Good,0,Good,54,Moderate,7.9333,1.9667,Africa
7208,United Kingdom,Seaham,43,Good,1,Good,38,Good,0,Good,43,Good,54.84,-1.34,Europe
7209,Italy,Senigallia,82,Moderate,1,Good,69,Moderate,0,Good,82,Moderate,43.7131,13.2183,Europe
7210,Russia,Serafimovskiy,40,Good,1,Good,40,Good,0,Good,8,Good,54.4333,53.8167,Asia
7211,Malaysia,Seremban,140,Unhealthy for Sensitive Groups,3,Good,14,Good,12,Good,140,Unhealthy for Sensitive Groups,2.7222,101.9417,Asia
7212,Russia,Sergach,35,Good,1,Good,35,Good,1,Good,30,Good,55.5333,45.4667,Asia
7213,United States,Sherrelwood,42,Good,1,Good,32,Good,4,Good,42,Good,39.839,-105.0014,North America
7214,Japan,Shimizu,70,Moderate,2,Good,26,Good,6,Good,70,Moderate,43.0113,142.8846,Asia
7215,China,Shouguang,166,Unhealthy,6,Good,72,Moderate,19,Good,166,Unhealthy,36.8833,118.7333,Asia
7216,India,Sikandra Rao,178,Unhealthy,5,Good,37,Good,20,Good,178,Unhealthy,27.7,78.4,Asia
7217,Brazil,Silva Jardim,30,Good,0,Good,26,Good,0,Good,30,Good,-22.6508,-42.3919,South America
7218,Poland,Skierniewice,41,Good,1,Good,41,Good,0,Good,34,Good,51.9667,20.15,Europe
7219,Russia,Slantsy,35,Good,1,Good,35,Good,0,Good,6,Good,59.1167,28.0667,Asia
7220,Japan,Sodegaura,67,Moderate,1,Good,31,Good,12,Good,67,Moderate,35.43,139.9544,Asia
7221,Argentina,Rosario,57,Moderate,1,Good,23,Good,2,Good,57,Moderate,-32.9575,-60.6394,South America
7222,Russia,Ryazan,37,Good,1,Good,35,Good,3,Good,37,Good,54.63,39.7425,Asia
7223,Madagascar,Sakaraha,29,Good,0,Good,23,Good,0,Good,29,Good,-22.9167,44.5497,Africa
7224,Germany,Salzwedel,43,Good,1,Good,43,Good,0,Good,24,Good,52.85,11.15,Europe
7225,Indonesia,Samarinda,57,Moderate,1,Good,7,Good,2,Good,57,Moderate,-0.5,117.1378,Asia
7226,Philippines,San Luis,144,Unhealthy for Sensitive Groups,2,Good,26,Good,8,Good,144,Unhealthy for Sensitive Groups,-33.3,-66.3333,Asia
7227,United States,San Marino,106,Unhealthy for Sensitive Groups,3,Good,22,Good,22,Good,106,Unhealthy for Sensitive Groups,43.9346,12.4473,North America
7228,Italy,San Pietro Vernotico,75,Moderate,1,Good,72,Moderate,0,Good,75,Moderate,40.4833,18.05,Europe
7229,Italy,San Prisco,69,Moderate,1,Good,69,Moderate,0,Good,55,Moderate,41.0833,14.2833,Europe
7230,Costa Rica,Santa Cruz,53,Moderate,1,Good,30,Good,0,Good,53,Moderate,-17.7892,-63.1975,North America
7231,Philippines,Santiago,62,Moderate,1,Good,13,Good,6,Good,62,Moderate,-33.4372,-70.6506,Asia
7232,United States,Channelview,100,Unhealthy for Sensitive Groups,1,Good,19,Good,4,Good,100,Unhealthy for Sensitive Groups,29.7914,-95.1144,North America
7233,United States,Cherryland,45,Good,1,Good,30,Good,10,Good,45,Good,37.6792,-122.1038,North America
7234,Italy,Chiaravalle,61,Moderate,1,Good,36,Good,6,Good,61,Moderate,43.6,13.3333,Europe
7235,Zimbabwe,Chitungwiza,63,Moderate,3,Good,14,Good,2,Good,63,Moderate,-17.9939,31.0481,Africa
7236,Brazil,Chuy,16,Good,1,Good,7,Good,1,Good,16,Good,-33.6964,-53.46,South America
7237,Indonesia,Cimahi,104,Unhealthy for Sensitive Groups,2,Good,93,Moderate,1,Good,104,Unhealthy for Sensitive Groups,-6.8712,107.5548,Asia
7238,Italy,Cittanova,53,Moderate,1,Good,46,Good,1,Good,53,Moderate,38.35,16.0833,Europe
7239,United States,Clemmons,63,Moderate,2,Good,33,Good,11,Good,63,Moderate,36.0319,-80.3861,North America
7240,Mexico,Coacalco,180,Unhealthy,5,Good,5,Good,19,Good,180,Unhealthy,19.6333,-99.0931,North America
7241,Italy,Codigoro,59,Moderate,2,Good,29,Good,8,Good,59,Moderate,44.8333,12.1167,Europe
7242,Italy,Cologno Monzese,75,Moderate,2,Good,30,Good,8,Good,75,Moderate,45.5286,9.2783,Europe
7243,Cuba,Colombia,50,Good,1,Good,19,Good,2,Good,50,Good,20.9906,-77.4158,North America
7244,Italy,Creazzo,58,Moderate,2,Good,45,Good,4,Good,58,Moderate,45.5333,11.4833,Europe
7245,United States,Crowley,132,Unhealthy for Sensitive Groups,1,Good,23,Good,2,Good,132,Unhealthy for Sensitive Groups,32.5781,-97.3585,North America
7246,United States,Cutlerville,37,Good,1,Good,31,Good,3,Good,37,Good,42.8403,-85.6734,North America
7247,Ivory Coast,Dabou,61,Moderate,2,Good,23,Good,2,Good,61,Moderate,5.3167,-4.3833,Africa
7248,Netherlands,Schiedam,31,Good,1,Good,31,Good,3,Good,20,Good,51.9167,4.4,Europe
7249,Italy,Schio,59,Moderate,2,Good,36,Good,5,Good,59,Moderate,45.7111,11.3556,Europe
7250,United States,Seattle,36,Good,1,Good,31,Good,5,Good,36,Good,47.6211,-122.3244,North America
7251,United States,Sedalia,57,Moderate,1,Good,34,Good,2,Good,57,Moderate,38.7059,-93.234,North America
7252,Turkey,Serik,54,Moderate,1,Good,40,Good,0,Good,54,Moderate,36.9167,31.1,Europe
7253,United States,Seymour,84,Moderate,3,Good,6,Good,35,Good,84,Moderate,38.9476,-85.8911,North America
7254,United States,Sharonville,71,Moderate,2,Good,26,Good,17,Good,71,Moderate,39.2825,-84.4071,North America
7255,India,Shegaon,152,Unhealthy,1,Good,32,Good,0,Good,152,Unhealthy,20.7944,76.6944,Asia
7256,Japan,Shibata,37,Good,1,Good,37,Good,2,Good,14,Good,37.9479,139.3273,Asia
7257,United States,Shrewsbury,76,Moderate,3,Good,10,Good,18,Good,76,Moderate,52.708,-2.754,North America
7258,Indonesia,Sigli,40,Good,1,Good,35,Good,0,Good,40,Good,15.0631,75.4667,Asia
7259,United States,Simi Valley,62,Moderate,2,Good,29,Good,14,Good,62,Moderate,34.2663,-118.749,North America
7260,United States,Simpsonville,61,Moderate,2,Good,45,Good,4,Good,61,Moderate,34.7287,-82.2569,North America
7261,United Kingdom,Sittingbourne,34,Good,0,Good,34,Good,1,Good,18,Good,51.34,0.74,Europe
7262,Poland,Skwierzyna,61,Moderate,1,Good,37,Good,1,Good,61,Moderate,52.6,15.5,Europe
7263,Ukraine,Snihurivka,40,Good,1,Good,40,Good,0,Good,19,Good,47.0708,32.7997,Europe
7264,United States,Socastee,40,Good,2,Good,40,Good,2,Good,35,Good,33.6871,-79.0086,North America
7265,Guatemala,Soloma,64,Moderate,2,Good,4,Good,6,Good,64,Moderate,15.7167,-91.45,North America
7266,United States,Stockton,34,Good,1,Good,28,Good,8,Good,34,Good,37.9765,-121.3109,North America
7267,Colombia,Suan,92,Moderate,2,Good,15,Good,6,Good,92,Moderate,10.3333,-74.8833,South America
7268,Germany,Sundern,43,Good,1,Good,37,Good,1,Good,43,Good,51.3167,8.0,Europe
7269,Colombia,San Onofre,56,Moderate,2,Good,10,Good,4,Good,56,Moderate,9.7333,-75.5333,South America
7270,Guatemala,San Pablo Jocopilas,100,Unhealthy for Sensitive Groups,3,Good,6,Good,13,Good,100,Unhealthy for Sensitive Groups,14.5833,-91.45,North America
7271,Russia,Morozovsk,46,Good,1,Good,40,Good,0,Good,46,Good,48.3667,41.8333,Asia
7272,United States,Morristown,73,Moderate,2,Good,36,Good,8,Good,73,Moderate,40.7967,-74.4772,North America
7273,Congo,Mossendjo,87,Moderate,2,Good,30,Good,0,Good,87,Moderate,-2.95,12.7333,Africa
7274,Japan,Motomiya,36,Good,1,Good,36,Good,2,Good,16,Good,37.5132,140.3938,Asia
7275,Italy,Mottola,58,Moderate,1,Good,45,Good,2,Good,58,Moderate,40.6333,17.0333,Europe
7276,Kenya,Mumias,150,Unhealthy,11,Good,26,Good,6,Good,150,Unhealthy,0.3333,34.4833,Africa
7277,Slovakia,Myjava,82,Moderate,1,Good,37,Good,2,Good,82,Moderate,48.7492,17.5644,Europe
7278,Thailand,Nakhon Pathom,35,Good,0,Good,24,Good,0,Good,35,Good,13.8206,100.0625,Asia
7279,China,Nanzhou,152,Unhealthy,3,Good,152,Unhealthy,4,Good,113,Unhealthy for Sensitive Groups,22.4789,120.5156,Asia
7280,Brazil,Nepomuceno,55,Moderate,2,Good,2,Good,4,Good,55,Moderate,-21.2358,-45.2358,South America
7281,Russia,Nevel,33,Good,1,Good,33,Good,0,Good,11,Good,56.0333,29.9167,Asia
7282,Nigeria,Nguru,86,Moderate,3,Good,36,Good,1,Good,86,Moderate,12.8792,10.4525,Africa
7283,United States,Nicholasville,61,Moderate,1,Good,44,Good,4,Good,61,Moderate,37.8906,-84.5668,North America
7284,Germany,Lahstedt,36,Good,1,Good,35,Good,1,Good,36,Good,52.25,10.2167,Europe
7285,Netherlands,Landsmeer,32,Good,0,Good,32,Good,2,Good,15,Good,52.4333,4.9167,Europe
7286,United States,Langley Park,43,Good,1,Good,39,Good,6,Good,43,Good,38.9897,-76.9808,North America
7287,Indonesia,Lawang,83,Moderate,2,Good,40,Good,1,Good,83,Moderate,-7.83,112.7,Asia
7288,Netherlands,Leek,33,Good,0,Good,33,Good,0,Good,14,Good,53.108,-2.0234,Europe
7289,United Kingdom,Leicester,33,Good,1,Good,16,Good,10,Good,33,Good,52.6344,-1.1319,Europe
7290,Albania,Librazhd,67,Moderate,1,Good,42,Good,0,Good,67,Moderate,41.1833,20.3167,Europe
7291,United States,Millbrook,64,Moderate,1,Good,34,Good,2,Good,64,Moderate,32.5027,-86.3737,North America
7292,United States,Milwaukie,52,Moderate,2,Good,10,Good,14,Good,52,Moderate,45.4445,-122.6219,North America
7293,United States,Mission Bend,89,Moderate,1,Good,18,Good,4,Good,89,Moderate,29.6948,-95.6658,North America
7294,Japan,Miyazu,44,Good,1,Good,44,Good,0,Good,36,Good,35.5333,135.2,Asia
7295,Japan,Mizunami,38,Good,1,Good,38,Good,1,Good,24,Good,35.3618,137.2545,Asia
7296,France,Morangis,67,Moderate,1,Good,23,Good,5,Good,67,Moderate,48.7064,2.3347,Europe
7297,Spain,Madridejos,25,Good,1,Good,25,Good,2,Good,15,Good,11.2667,123.7333,Europe
7298,Sierra Leone,Magburaka,57,Moderate,1,Good,19,Good,0,Good,57,Moderate,8.7169,-11.9433,Africa
7299,Germany,Magdeburg,42,Good,1,Good,36,Good,1,Good,42,Good,52.1317,11.6392,Europe
7300,Indonesia,Magelang,60,Moderate,1,Good,32,Good,0,Good,60,Moderate,-7.4667,110.2167,Asia
7301,Italy,Magenta,75,Moderate,2,Good,29,Good,7,Good,75,Moderate,45.4603,8.8766,Europe
7302,Brazil,Mandaguari,49,Good,1,Good,14,Good,1,Good,49,Good,-23.5478,-51.6708,South America
7303,Italy,Marcon,63,Moderate,2,Good,30,Good,7,Good,63,Moderate,45.5543,12.2994,Europe
7304,Pakistan,Mardan,162,Unhealthy,3,Good,162,Unhealthy,1,Good,154,Unhealthy,34.2012,72.0258,Asia
7305,Germany,Markdorf,49,Good,2,Good,24,Good,7,Good,49,Good,47.7208,9.3917,Europe
7306,Germany,Marktredwitz,58,Moderate,1,Good,45,Good,1,Good,58,Moderate,50.0,12.0667,Europe
7307,Nicaragua,Masaya,61,Moderate,1,Good,17,Good,2,Good,61,Moderate,11.9764,-86.0875,North America
7308,Zimbabwe,Masvingo,34,Good,1,Good,15,Good,0,Good,34,Good,-20.0744,30.8328,Africa
7309,Sri Lanka,Matale,53,Moderate,0,Good,19,Good,0,Good,53,Moderate,7.4667,80.6167,Asia
7310,Brazil,Mauriti,20,Good,0,Good,12,Good,1,Good,20,Good,-7.3889,-38.7739,South America
7311,Burma (Myanmar),Mawlaik,19,Good,1,Good,19,Good,0,Good,11,Good,23.2833,94.0833,Asia
7312,Brazil,Medina,17,Good,0,Good,15,Good,0,Good,17,Good,24.47,39.61,South America
7313,Germany,Meerbusch,43,Good,1,Good,31,Good,3,Good,43,Good,51.2667,6.6667,Europe
7314,China,Liuhe,48,Good,2,Good,48,Good,0,Good,40,Good,42.2669,125.7404,Asia
7315,Botswana,Lobatse,68,Moderate,2,Good,18,Good,3,Good,68,Moderate,-25.2167,25.6667,Africa
7316,Italy,Locri,50,Good,1,Good,44,Good,1,Good,50,Good,38.216,16.2288,Europe
7317,France,Louviers,54,Moderate,1,Good,30,Good,2,Good,54,Moderate,49.2153,1.1656,Europe
7318,Serbia,Loznica,68,Moderate,1,Good,33,Good,0,Good,68,Moderate,44.5333,19.2258,Europe
7319,Germany,Pirna,78,Moderate,1,Good,35,Good,2,Good,78,Moderate,50.9622,13.9403,Europe
7320,Spain,Olivenza,36,Good,1,Good,36,Good,1,Good,11,Good,38.6858,-7.1008,Europe
7321,Belgium,Oosterzele,44,Good,1,Good,27,Good,5,Good,44,Good,50.95,3.8,Europe
7322,Czechia,Opava,88,Moderate,1,Good,41,Good,1,Good,88,Moderate,49.9381,17.9044,Europe
7323,France,Orsay,75,Moderate,2,Good,20,Good,7,Good,75,Moderate,48.6981,2.1875,Europe
7324,Bolivia,Oruro,12,Good,0,Good,9,Good,0,Good,12,Good,-17.9667,-67.1167,South America
7325,Italy,Ospitaletto,79,Moderate,2,Good,42,Good,5,Good,79,Moderate,45.5553,10.0733,Europe
7326,United Kingdom,Ossett,59,Moderate,1,Good,12,Good,10,Good,59,Moderate,53.68,-1.58,Europe
7327,Spain,Paiporta,27,Good,1,Good,26,Good,1,Good,27,Good,39.4278,-0.4183,Europe
7328,United States,Panthersville,64,Moderate,2,Good,32,Good,9,Good,64,Moderate,33.7059,-84.2763,North America
7329,Brazil,Passa Quatro,62,Moderate,2,Good,5,Good,4,Good,62,Moderate,-22.39,-44.9669,South America
7330,Dominican Republic,Pedernales,46,Good,1,Good,17,Good,2,Good,46,Good,18.0333,-71.75,North America
7331,Ecuador,Pelileo,42,Good,1,Good,1,Good,2,Good,42,Good,-1.3306,-78.5428,South America
7332,India,Pen,109,Unhealthy for Sensitive Groups,0,Good,23,Good,0,Good,109,Unhealthy for Sensitive Groups,18.75,73.08,Asia
7333,United States,Pewaukee,41,Good,1,Good,32,Good,6,Good,41,Good,43.0701,-88.2412,North America
7334,Italy,Sabaudia,54,Moderate,1,Good,45,Good,1,Good,54,Moderate,41.2998,13.0248,Europe
7335,Bangladesh,Sakhipur,74,Moderate,3,Good,74,Moderate,2,Good,63,Moderate,24.3167,90.175,Asia
7336,Italy,Salzano,62,Moderate,2,Good,32,Good,7,Good,62,Moderate,45.5333,12.1167,Europe
7337,Thailand,Phitsanulok,51,Moderate,0,Good,24,Good,0,Good,51,Moderate,16.8158,100.2636,Asia
7338,Bulgaria,Pleven,37,Good,1,Good,37,Good,1,Good,35,Good,43.4078,24.6203,Europe
7339,France,Pontoise,63,Moderate,1,Good,23,Good,5,Good,63,Moderate,49.0516,2.1017,Europe
7340,Slovakia,Prievidza,75,Moderate,1,Good,42,Good,0,Good,75,Moderate,48.7711,18.6217,Europe
7341,United States,Pullman,30,Good,1,Good,30,Good,1,Good,23,Good,46.7336,-117.168,North America
7342,Costa Rica,Quesada,71,Moderate,2,Good,0,Good,8,Good,71,Moderate,10.3441,-84.4199,North America
7343,United States,North Valley,59,Moderate,1,Good,27,Good,5,Good,59,Moderate,35.1736,-106.6231,North America
7344,Poland,Nowy Targ,77,Moderate,1,Good,36,Good,1,Good,77,Moderate,49.4667,20.0167,Europe
7345,Sweden,Nybro,73,Moderate,1,Good,46,Good,0,Good,73,Moderate,56.7333,15.9,Europe
7346,Germany,Rastede,34,Good,0,Good,34,Good,0,Good,14,Good,53.25,8.2,Europe
7347,Russia,Rayevskiy,37,Good,1,Good,31,Good,0,Good,37,Good,54.0658,54.9467,Asia
7348,United States,Raynham,65,Moderate,2,Good,19,Good,17,Good,65,Moderate,41.9312,-71.0437,North America
7349,Brazil,Reriutaba,50,Good,1,Good,7,Good,2,Good,50,Good,-4.1419,-40.5819,South America
7350,Paraguay,Mariano Roque Alonso,30,Good,0,Good,16,Good,0,Good,30,Good,-25.2122,-57.5331,South America
7351,Germany,Markt Schwaben,68,Moderate,1,Good,65,Moderate,0,Good,68,Moderate,48.1917,11.8681,Europe
7352,Turkey,Marmaris,80,Moderate,1,Good,80,Moderate,1,Good,45,Good,36.85,28.2667,Europe
7353,Japan,Masaki,52,Moderate,1,Good,39,Good,4,Good,52,Moderate,33.7833,132.7167,Asia
7354,France,Massy,72,Moderate,1,Good,44,Good,2,Good,72,Moderate,48.7309,2.2713,Europe
7355,Italy,Matino,66,Moderate,1,Good,66,Moderate,0,Good,60,Moderate,40.0333,18.1333,Europe
7356,United States,Maynard,44,Good,1,Good,40,Good,1,Good,44,Good,42.4264,-71.4561,North America
7357,France,Mazamet,47,Good,1,Good,41,Good,0,Good,47,Good,43.4917,2.3733,Europe
7358,Italy,Melilli,101,Unhealthy for Sensitive Groups,1,Good,49,Good,0,Good,101,Unhealthy for Sensitive Groups,37.1833,15.1167,Europe
7359,France,Mende,44,Good,1,Good,39,Good,0,Good,44,Good,44.5183,3.5006,Europe
7360,Canada,Midland,36,Good,1,Good,21,Good,0,Good,36,Good,32.0243,-102.1147,North America
7361,Russia,Mikhaylov,37,Good,1,Good,37,Good,1,Good,27,Good,54.2333,39.0333,Asia
7362,United Kingdom,Milton Keynes,34,Good,1,Good,29,Good,1,Good,34,Good,52.04,-0.76,Europe
7363,United States,Minot,49,Good,1,Good,28,Good,1,Good,49,Good,48.2375,-101.278,North America
7364,Italy,Mirano,88,Moderate,1,Good,65,Moderate,0,Good,88,Moderate,45.5,12.1,Europe
7365,Brazil,Moju,33,Good,0,Good,16,Good,0,Good,33,Good,-1.8839,-48.7689,South America
7366,France,Montataire,61,Moderate,1,Good,47,Good,0,Good,61,Moderate,49.2556,2.4383,Europe
7367,Brazil,Monte Carmelo,25,Good,1,Good,23,Good,0,Good,25,Good,-18.725,-47.4989,South America
7368,Italy,Montespertoli,78,Moderate,1,Good,78,Moderate,0,Good,40,Good,43.65,11.0833,Europe
7369,Peru,Moyobamba,32,Good,1,Good,6,Good,0,Good,32,Good,-6.0333,-76.9667,South America
7370,Uganda,Mpigi,85,Moderate,2,Good,17,Good,1,Good,85,Moderate,0.23,32.33,Africa
7371,Zambia,Mufulira,47,Good,1,Good,26,Good,0,Good,47,Good,-12.5356,28.2419,Africa
7372,Pakistan,Muridke,182,Unhealthy,6,Good,43,Good,13,Good,182,Unhealthy,31.802,74.255,Asia
7373,United States,Murray,63,Moderate,1,Good,52,Moderate,1,Good,63,Moderate,40.6498,-111.8874,North America
7374,Ireland,Naas,41,Good,1,Good,41,Good,0,Good,40,Good,53.2158,-6.6669,Europe
7375,Indonesia,Nabire,24,Good,1,Good,7,Good,0,Good,24,Good,-3.3682,135.4964,Asia
7376,Germany,Neckarsulm,66,Moderate,1,Good,56,Moderate,0,Good,66,Moderate,49.1917,9.2246,Europe
7377,United States,Nixa,65,Moderate,1,Good,43,Good,0,Good,65,Moderate,37.0453,-93.2959,North America
7378,United States,Noblesville,56,Moderate,1,Good,41,Good,1,Good,56,Moderate,40.0355,-86.0042,North America
7379,Poland,Nowe Miasto Lubawskie,40,Good,1,Good,40,Good,0,Good,19,Good,53.4256,19.5878,Europe
7380,Mexico,Nuevo Laredo,47,Good,0,Good,25,Good,0,Good,47,Good,27.4861,-99.5069,North America
7381,Russia,Nyandoma,29,Good,1,Good,29,Good,0,Good,12,Good,61.6667,40.2167,Asia
7382,Ukraine,Odesa,48,Good,1,Good,34,Good,1,Good,48,Good,46.4775,30.7326,Europe
7383,Russia,Rasskazovo,48,Good,1,Good,35,Good,1,Good,48,Good,52.6667,41.8833,Asia
7384,Thailand,Ratchaburi,98,Moderate,2,Good,7,Good,8,Good,98,Moderate,13.5356,99.8133,Asia
7385,Germany,Rendsburg,45,Good,1,Good,45,Good,0,Good,22,Good,54.3,9.6667,Europe
7386,United States,Ridgewood,52,Moderate,1,Good,45,Good,2,Good,52,Moderate,40.9821,-74.1127,North America
7387,Brazil,Rio Brilhante,38,Good,1,Good,13,Good,0,Good,38,Good,-21.8019,-54.5458,South America
7388,India,Rishra,222,Very Unhealthy,12,Good,1,Good,28,Good,222,Very Unhealthy,22.71,88.35,Asia
7389,Turkey,Rize,44,Good,1,Good,37,Good,0,Good,44,Good,41.0247,40.5222,Europe
7390,Poland,Opole,51,Moderate,1,Good,45,Good,0,Good,51,Moderate,50.6667,17.9333,Europe
7391,Russia,Orsk,136,Unhealthy for Sensitive Groups,1,Good,34,Good,1,Good,136,Unhealthy for Sensitive Groups,51.2,58.5667,Asia
7392,Russia,Otradnyy,42,Good,1,Good,42,Good,0,Good,13,Good,53.3667,51.35,Asia
7393,Romania,Ovidiu,42,Good,1,Good,42,Good,0,Good,39,Good,44.27,28.56,Europe
7394,Poland,Pabianice,46,Good,1,Good,41,Good,1,Good,46,Good,51.65,19.3833,Europe
7395,India,Pallapatti,82,Moderate,2,Good,21,Good,4,Good,82,Moderate,9.4664,77.8219,Asia
7396,Italy,Pinerolo,69,Moderate,1,Good,47,Good,0,Good,69,Moderate,44.8873,7.3319,Europe
7397,Nepal,Pokhara,94,Moderate,2,Good,24,Good,1,Good,94,Moderate,28.2083,83.9889,Asia
7398,Poland,Polkowice,44,Good,1,Good,44,Good,0,Good,37,Good,51.5,16.0667,Europe
7399,Russia,Poronaysk,29,Good,2,Good,29,Good,3,Good,17,Good,49.2167,143.1167,Asia
7400,Panama,Puerto Armuelles,29,Good,1,Good,29,Good,0,Good,29,Good,8.2833,-82.8667,North America
7401,India,Puruliya,146,Unhealthy for Sensitive Groups,3,Good,35,Good,5,Good,146,Unhealthy for Sensitive Groups,23.3333,86.3667,Asia
7402,Burma (Myanmar),Pyapon,32,Good,1,Good,29,Good,0,Good,32,Good,16.286,95.6658,Asia
7403,United States,Peabody,45,Good,1,Good,38,Good,1,Good,45,Good,42.5335,-70.9725,North America
7404,Russia,Pechora,17,Good,1,Good,17,Good,1,Good,17,Good,65.1667,57.25,Asia
7405,Brazil,Penedo,23,Good,0,Good,23,Good,0,Good,10,Good,-10.29,-36.5858,South America
7406,United Kingdom,Penzance,35,Good,1,Good,28,Good,6,Good,35,Good,50.119,-5.537,Europe
7407,Argentina,Pergamino,33,Good,1,Good,23,Good,1,Good,33,Good,-33.8836,-60.5669,South America
7408,Italy,Pescia,73,Moderate,1,Good,73,Moderate,0,Good,40,Good,43.9017,10.6898,Europe
7409,Pakistan,Peshawar,192,Unhealthy,4,Good,107,Unhealthy for Sensitive Groups,4,Good,192,Unhealthy,34.0144,71.5675,Asia
7410,United States,Westminster,95,Moderate,3,Good,13,Good,25,Good,95,Moderate,51.4947,-0.1353,North America
7411,Germany,Wilhelmshaven,52,Moderate,1,Good,24,Good,5,Good,52,Moderate,53.5286,8.1056,Europe
